state_name,district_name,block_tehsil_name,village_name,s_no_of_scheme,scheme_type_name,tubewell_type,scheme_owner_name,location_particulars,total_owners_holding,scheme_owner_social_status_name,gender_name,commissioning_period_display,scheme_depth,scheme_diameter,scheme_bore_depth,nearest_scheme_distance,scheme_construction_cost,scheme_machinery_cost,scheme_maintainence_cost,finance_source_name1,finance_source_name2,construction_subsidy,machinery_subsidy,scheme_status_name,not_in_use_years,scheme_status_reason_temporarily_name,scheme_status_reason_permanently_name,water_distribution_method_name,lifting_device_type_name,lifting_device_enrgy_source_name,horse_power_of_lifting_device,pump_operating_days_kharif_season,pump_operating_days_rabi_season,pump_operating_days_perennial_season,pump_operating_days_other_season,avg_pumping_per_day_kharif_season,avg_pumping_per_day_rabi_season,avg_pumping_per_day_perennial_season,avg_pumping_per_day_other_season,culturable_command_area,ref_selection_id_located_in_major_medium_scheme_name,ipc_kharif_season,ipc_rabi_season,ipc_perennial_season,ipc_other_season,ipc_total,ipu_kharif_season,ipu_rabi_season,ipu_perennial_season,ipu_other_season,ipu_total,ref_selection_scheme_functioning_name,ref_selection_under_utilisation_name,ref_reason_for_under_utilisation_name,ref_sub_scheme_type_name,command_area_name,ref_reason_command_area_name,ref_scheme_recharge_of_ground_water_name,ref_scheme_type_dugwell_name,ref_scheme_type_tubewell_name
KERALA,IDUKKI,AZHUTHA,KOKKAYAR,24,Tube well,Deep Tube well,Owned by individual farmer,Thaiparambil,0.14,Others,Female,During 2014-2015,75,100,NA,140,75000,15000,0,Own savings,Government fund,0,7500,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,40,0,NA,NA,5,NA,0.14,Yes,0,0,0.14,0,0.14,0,0,0.14,0,0.14,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,IDUKKI,AZHUTHA,KOKKAYAR,27,Tube well,Deep Tube well,Owned by individual farmer,Paliyekal,0.61,OBC,Male,During 2017-2018,82,100,NA,150,85000,15000,0,Own savings,Government fund,0,7500,In-Use,NA,NA,NA,Under ground pipe,Submersible pump,Electric,5,0,0,75,0,NA,NA,5,NA,0.4,Yes,0,0,0.4,0,0.4,0,0,0.4,0,0.4,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,IDUKKI,AZHUTHA,KOKKAYAR,38,Tube well,Deep Tube well,Owned by individual farmer,Kuttikattu,0.4,Others,Female,During 2016-2017,86,100,NA,320,85000,15000,0,Own savings,Government fund,0,7500,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,70,0,NA,NA,3,NA,0.4,Yes,0,0,0.4,0,0.4,0,0,0.4,0,0.4,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,IDUKKI,AZHUTHA,KOKKAYAR,39,Tube well,Deep Tube well,Owned by individual farmer,Kuttikattil,0.153,OBC,Male,During 2016-2017,82,100,NA,120,80000,15000,0,Own savings,Government fund,0,7500,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,75,0,NA,NA,2,NA,0.15,Yes,0,0,0.15,0,0.15,0,0,0.15,0,0.15,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,IDUKKI,AZHUTHA,KOKKAYAR,48,Tube well,Deep Tube well,Owned by individual farmer,Ittiseriyil,0.244,Others,Female,During 2017-2018,80,100,NA,300,80000,15000,0,Own savings,Government fund,0,7500,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,60,0,NA,NA,3,NA,0.2,Yes,0,0,0.2,0,0.2,0,0,0.2,0,0.2,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,IDUKKI,AZHUTHA,KOKKAYAR,49,Tube well,Deep Tube well,Owned by individual farmer,Kidu kallingal,0.2,Others,Female,During 2017-2018,76,100,NA,200,75000,15000,0,Own savings,Government fund,0,7500,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,40,0,NA,NA,3,NA,0.2,Yes,0,0,0.2,0,0.2,0,0,0.2,0,0.2,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,IDUKKI,AZHUTHA,KOKKAYAR,55,Tube well,Deep Tube well,Owned by individual farmer,Mukkulam ward ,0.244,OBC,Female,During 2016-2017,78,100,NA,350,70000,15000,0,Own savings,Government fund,0,7500,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,40,0,NA,NA,2,NA,0.2,Yes,0,0,0.2,0,0.2,0,0,0.2,0,0.2,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,IDUKKI,AZHUTHA,KOKKAYAR,57,Tube well,Deep Tube well,Owned by individual farmer,Mukkulam ward ,0.223,Others,Male,During 2016-2017,78,100,NA,150,70000,15000,0,Own savings,Government fund,0,7500,In-Use,NA,NA,NA,Under ground pipe,Submersible pump,Electric,5,0,0,50,0,NA,NA,2,NA,0.15,Yes,0,0,0.15,0,0.15,0,0,0.15,0,0.15,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,IDUKKI,AZHUTHA,KOKKAYAR,56,Tube well,Deep Tube well,Owned by individual farmer,Mukkulam ward ,0.7,Others,Male,During 2016-2017,92,100,NA,150,85000,15000,0,Own savings,Government fund,0,7500,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,70,0,NA,NA,2,NA,0.4,Yes,0,0,0.4,0,0.4,0,0,0.4,0,0.4,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,IDUKKI,AZHUTHA,KOKKAYAR,59,Tube well,Deep Tube well,Owned by individual farmer,Mukkulam ward ,0.122,OBC,Male,During 2016-2017,85,100,NA,180,80000,15000,0,Own savings,Government fund,0,7500,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,40,0,NA,NA,3,NA,0.12,Yes,0,0,0.12,0,0.12,0,0,0.12,0,0.12,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,IDUKKI,AZHUTHA,KOKKAYAR,60,Tube well,Deep Tube well,Owned by individual farmer,Kodungayil,0.2,OBC,Male,During 2017-2018,80,100,NA,120,65000,15000,0,Own savings,Government fund,0,7500,In-Use,NA,NA,NA,Under ground pipe,Submersible pump,Electric,5,0,0,40,0,NA,NA,3,NA,0.2,Yes,0,0,0.2,0,0.2,0,0,0.2,0,0.2,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,IDUKKI,AZHUTHA,KOKKAYAR,61,Tube well,Deep Tube well,Owned by individual farmer,Kokkayar ward,2,OBC,Male,Up to 2013-2014,110,100,NA,150,70000,10000,0,Own savings,Government fund,0,0,In-Use,NA,NA,NA,Under ground pipe,Submersible pump,Electric,5,0,0,50,0,NA,NA,3,NA,0.3,Yes,0,0,0.3,0,0.3,0,0,0.3,0,0.3,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,IDUKKI,AZHUTHA,KOKKAYAR,70,Tube well,Deep Tube well,Owned by individual farmer,Narakam puzha,0.1,OBC,Male,During 2016-2017,75,100,NA,200,70000,15000,0,Own savings,Government fund,0,7500,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,40,0,NA,NA,2,NA,0.1,Yes,0,0,0.1,0,0.1,0,0,0.1,0,0.1,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,IDUKKI,AZHUTHA,KOKKAYAR,79,Tube well,Deep Tube well,Owned by individual farmer,Meloram ward ,0.12,Scheduled-caste,Male,During 2016-2017,92,100,NA,350,100000,15000,0,Own savings,Government fund,0,7500,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,50,0,NA,NA,2,NA,0.1,Yes,0,0,0.1,0,0.1,0,0,0.1,0,0.1,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,IDUKKI,AZHUTHA,KOKKAYAR,80,Tube well,Deep Tube well,Owned by individual farmer,Meloram ward ,0.8,OBC,Female,During 2016-2017,80,100,NA,200,80000,15000,0,Own savings,Government fund,0,7500,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,40,0,NA,NA,5,NA,0.4,Yes,0,0,0.4,0,0.4,0,0,0.4,0,0.4,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,VADAKKANCHERRY,ERUMAPETTY,8,Tube well,Deep Tube well,Owned by individual farmer,ERUMAPETTY,0.21,Others,Female,Up to 2013-2014,135,150,NA,15,130000,25000,5000,Own savings,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,0,0,100,60,NA,NA,5,2,0.19,Yes,0,0,0.16,0.03,0.19,0,0,0.16,0.03,0.19,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,VADAKKANCHERRY,ERUMAPETTY,19,Tube well,Deep Tube well,Owned by individual farmer,ERUMAPETTY,1.74,Others,Male,Up to 2013-2014,90,150,NA,100,30000,10000,3300,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,100,80,NA,NA,3,2,1.13,Yes,0,0,0.9,0.23,1.13,0,0,0.9,0.23,1.13,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,VADAKKANCHERRY,ERUMAPETTY,21,Tube well,Deep Tube well,Owned by individual farmer,ERUMAPETTY,0.486,Others,Male,Up to 2013-2014,90,150,NA,100,30000,10000,2000,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,90,120,80,NA,2,3,2,0.47,Yes,0,0.26,0.14,0.07,0.47,0,0.26,0.14,0.04,0.44,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,VADAKKANCHERRY,ERUMAPETTY,62,Tube well,Deep Tube well,Owned by individual farmer,ERUMAPETTY,0.486,OBC,Male,Up to 2013-2014,80,150,NA,100,50000,10000,3000,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,110,0,NA,NA,2,NA,0.46,Yes,0,0,0.46,0,0.46,0,0,0.46,0,0.46,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,VADAKKANCHERRY,ERUMAPETTY,65,Tube well,Deep Tube well,Owned by individual farmer,ERUMAPETTY,0.223,Others,Male,Up to 2013-2014,80,150,NA,100,50000,10000,3000,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,100,0,NA,NA,2,NA,0.2,Yes,0,0,0.2,0,0.2,0,0,0.2,0,0.2,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,VADAKKANCHERRY,ERUMAPETTY,72,Tube well,Deep Tube well,Owned by individual farmer,ERUMAPETTY,0.769,Others,Male,Up to 2013-2014,80,150,NA,100,50000,20000,3000,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,100,0,NA,NA,2,NA,0.74,Yes,0,0,0.74,0,0.74,0,0,0.72,0,0.72,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,VADAKKANCHERRY,ERUMAPETTY,89,Tube well,Deep Tube well,Owned by individual farmer,ERUMAPETTY,0.157,Others,Male,Up to 2013-2014,88.5,150,NA,30,50000,8000,2000,Own savings,NA,0,2000,In-Use,NA,NA,NA,Sprinkler,Submersible pump,Electric,5,0,0,120,0,NA,NA,2,NA,0.13,Yes,0,0,0.13,0,0.13,0,0,0.13,0,0.13,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,VADAKKANCHERRY,ERUMAPETTY,90,Tube well,Deep Tube well,Owned by individual farmer,ERUMAPETTY,0.849,Others,Male,Up to 2013-2014,75,150,NA,100,30000,6000,1000,Own savings,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,5,0,0,110,0,NA,NA,3,NA,0.82,Yes,0,0,0.82,0,0.82,0,0,0.82,0,0.82,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,VADAKKANCHERRY,ERUMAPETTY,92,Tube well,Deep Tube well,Owned by individual farmer,ERUMAPETTY,0.728,Others,Male,Up to 2013-2014,81,150,NA,50,70000,18000,2000,Own savings,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,5,0,0,120,0,NA,NA,3,NA,0.7,Yes,0,0,0.32,0.38,0.7,0,0,0.32,0.38,0.7,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,VADAKKANCHERRY,ERUMAPETTY,71,Tube well,Deep Tube well,Owned by individual farmer,ERUMAPETTY,0.384,Others,Male,Up to 2013-2014,80,150,NA,50,75000,15000,3000,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,110,0,NA,NA,2,NA,0.36,Yes,0,0,0.36,0,0.36,0,0,0.36,0,0.36,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,VADAKKANCHERRY,ERUMAPETTY,96,Tube well,Deep Tube well,Owned by individual farmer,ERUMAPETTY,0.291,Others,Female,During 2017-2018,97.5,150,NA,100,80000,20000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,120,0,NA,NA,3,NA,0.27,Yes,0,0,0.27,0,0.27,0,0,0.27,0,0.27,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,VADAKKANCHERRY,ERUMAPETTY,119,Tube well,Deep Tube well,Owned by individual farmer,ERUMAPETTY,0.336,Others,Male,Up to 2013-2014,75,150,NA,100,50000,10000,3000,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,100,0,0,NA,2,NA,NA,0.34,Yes,0,0.34,0,0,0.34,0,0.34,0,0,0.34,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,VADAKKANCHERRY,ERUMAPETTY,134,Tube well,Deep Tube well,Owned by individual farmer,ERUMAPETTY,0.162,Others,Male,Up to 2013-2014,75,150,NA,100,40000,10000,2000,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,100,0,NA,NA,2,NA,0.14,Yes,0,0,0.14,0,0.14,0,0,0.14,0,0.14,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,CHALAKKUDY,KODASSERY,192,Tube well,Deep Tube well,Owned by individual farmer,CANAL BUND ROAD ,0.607,OBC,Female,Up to 2013-2014,100,2.5,NA,5,2000,5000,2000,Own savings,NA,0,0,In-Use,NA,NA,NA,Under ground pipe, Centrifugal Pump,Electric,5,0,0,50,0,NA,NA,4,NA,0.6,Yes,0,0,0.6,0,0.6,0,0,0.6,0,0.6,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,CHALAKKUDY,KODASSERY,1,Tube well,Deep Tube well,Owned by individual farmer,KODASSERY,1.212,Others,Male,Up to 2013-2014,121.92,0.15,NA,20,0,170000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Drip,Submersible pump,Electric,5,0,0,40,0,NA,NA,1,NA,1.21,Yes,0,0,1.21,0,1.21,0,0,1.21,0,1.21,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,THRISSUR,VADAKKANCHERRY MUNI,VADAKKANCHERRY MUNI,41,Tube well,Deep Tube well,Owned by individual farmer,VADAKKANCHERRY,0.162,Others,Female,Up to 2013-2014,121.92,162,NA,10,100000,25000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,5,0,0,120,0,NA,NA,1,NA,0.16,Yes,0,0,0.16,0,0.16,0,0,0.16,0,0.16,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,MALAPPURAM,PONNANI,VATTAMKULAM,7,Tube well,Deep Tube well,Owned by individual farmer,WARD 5 KANTHALLOOAR,1.01,OBC,Male,During 2016-2017,76,110,NA,100,0,0,0,Bank loan,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Diesel,5,0,0,100,0,NA,NA,1,NA,0.25,Yes,0,0,0.25,0,0.25,0,0,0.25,0,0.25,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,MALAPPURAM,PONNANI,VATTAMKULAM,11,Tube well,Deep Tube well,Owned by individual farmer,SUKUPURAM,0.12,OBC,Male,During 2017-2018,85,4,NA,15,0,10000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,5,0,0,96,0,NA,NA,1,NA,0.12,Yes,0,0,0.12,0,0.12,0,0,0.12,0,0.12,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,MALAPPURAM,PONNANI,VATTAMKULAM,16,Tube well,Deep Tube well,Owned by individual farmer,PATHAKALANGARA WARD 17,0.27,OBC,Male,Up to 2013-2014,91,110,NA,10,0,25738,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Turbine/Jet pump,Electric,5,0,90,90,0,NA,1,1,NA,0.27,Yes,0,0.07,0.2,0,0.27,0,0.07,0.2,0,0.27,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,MALAPPURAM,PONNANI,VATTAMKULAM,21,Tube well,Deep Tube well,Owned by individual farmer,PULIYARAKUNNU,0.4,OBC,Male,Up to 2013-2014,122,140,NA,20,50000,14000,0,Government fund,Own savings,0,7000,In-Use,NA,NA,NA,Sprinkler, Turbine/Jet pump,Electric,5,0,90,90,0,NA,1,1,NA,0.4,Yes,0,0.02,0.38,0,0.4,0,0.02,0.38,0,0.4,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,MALAPPURAM,PONNANI,VATTAMKULAM,36,Tube well,Deep Tube well,Owned by individual farmer,MUTHOOR,0.61,OBC,Male,Up to 2013-2014,108,110,NA,15,30000,12000,0,Government fund,Own savings,0,0,In-Use,NA,NA,NA,Surface pipe, Turbine/Jet pump,Electric,5,0,60,100,0,NA,1,1,NA,0.61,Yes,0,0.02,0.59,0,0.61,0,0.02,0.59,0,0.61,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,MALAPPURAM,PONNANI,VATTAMKULAM,38,Tube well,Deep Tube well,Owned by individual farmer,VATTAKKULAM,0.332,OBC,Male,Up to 2013-2014,76,120,NA,110,90000,8000,0,Government fund,Own savings,0,4000,In-Use,NA,NA,NA,Surface pipe, Turbine/Jet pump,Electric,5,0,60,100,0,NA,1,1,NA,0.33,Yes,0,0.01,0.32,0,0.33,0,0.01,0.32,0,0.33,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,MALAPPURAM,PONNANI,VATTAMKULAM,39,Tube well,Deep Tube well,Owned by individual farmer,TATA ROAD,0.4,OBC,Male,Up to 2013-2014,76,110,NA,15,20000,30000,0,Government fund,Own savings,0,15000,In-Use,NA,NA,NA,Sprinkler, Turbine/Jet pump,Electric,5,0,0,100,0,NA,NA,1,NA,0.4,Yes,0,0,0.4,0,0.4,0,0,0.4,0,0.4,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,MALAPPURAM,PONNANI,VATTAMKULAM,73,Tube well,Deep Tube well,Owned by individual farmer,VATTAMKULAM,0.12,OBC,Male,Up to 2013-2014,76,110,NA,15,3000,35000,0,Government fund,Own savings,0,10000,In-Use,NA,NA,NA,Surface pipe, Turbine/Jet pump,Electric,5,0,0,90,0,NA,NA,1,NA,0.12,Yes,0,0,0.12,0,0.12,0,0,0.12,0,0.12,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,MALAPPURAM,PONNANI,VATTAMKULAM,100,Tube well,Deep Tube well,Owned by individual farmer,MANNOOR PULLI,0.2,OBC,Male,Up to 2013-2014,105,150,NA,100,25000,25000,0,Own savings,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Turbine/Jet pump,Electric,6.5,0,0,90,0,NA,NA,1,NA,0.2,Yes,0,0,0.2,0,0.2,0,0,0.2,0,0.2,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,PALAKKAD,THRITHALA,NAGALASSERY,48,Tube well,Deep Tube well,Owned by individual farmer,NAGALASSERY,0.121,Others,Male,During 2016-2017,115,100,NA,140,15000,20000,3000,Own savings,Others,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,0,0,160,0,NA,NA,1,NA,0.1,Yes,0,0,0.1,0,0.1,0,0,0.1,0,0.1,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,PALAKKAD,THRITHALA,NAGALASSERY,49,Tube well,Deep Tube well,Owned by individual farmer,NAGALASSERY,0.214,Others,Male,During 2017-2018,125,100,NA,175,20000,22000,4000,Own savings,Others,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,0,0,150,0,NA,NA,1,NA,0.18,Yes,0,0,0.18,0,0.18,0,0,0.18,0,0.18,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,PALAKKAD,THRITHALA,NAGALASSERY,43,Tube well,Deep Tube well,Owned by individual farmer,NAGALASSERY,0.242,Others,Male,During 2016-2017,115,100,NA,150,1200,10000,0,Own savings,Others,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,5,0,0,150,0,NA,NA,3,NA,0.22,Yes,0,0,0.22,0,0.22,0,0,0.22,0,0.22,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,PALAKKAD,THRITHALA,NAGALASSERY,57,Tube well,Deep Tube well,Owned by individual farmer,NAGALASSERY,0.222,Others,Male,During 2016-2017,110,100,NA,155,12000,22000,4000,Own savings,Others,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,5,0,0,160,0,NA,NA,1,NA,0.18,Yes,0,0,0.18,0,0.18,0,0,0.18,0,0.18,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,PALAKKAD,THRITHALA,NAGALASSERY,58,Tube well,Deep Tube well,Owned by individual farmer,NAGALASSERY,0.121,Others,Male,During 2016-2017,125,100,NA,145,10000,20000,4000,Own savings,Others,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,5,0,0,150,0,NA,NA,1,NA,0.1,Yes,0,0,0.1,0,0.1,0,0,0.1,0,0.1,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,PALAKKAD,THRITHALA,NAGALASSERY,73,Tube well,Deep Tube well,Owned by Group of farmers,NAGALASSERY,NA,NA,NA,During 2016-2017,125,100,NA,180,20000,25000,3000,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,5,0,0,180,0,NA,NA,3,NA,0.4,Yes,0,0,0.4,0,0.4,0,0,0.4,0,0.4,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,PALAKKAD,THRITHALA,NAGALASSERY,87,Tube well,Deep Tube well,Owned by individual farmer,NAGALASSERY,0.404,Others,Male,During 2016-2017,85,100,NA,140,15000,20000,4000,Own savings,Others,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,0,90,150,0,NA,2,1,NA,0.38,Yes,0,0.24,0.14,0,0.38,0,0.24,0.14,0,0.38,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,PALAKKAD,THRITHALA,NAGALASSERY,89,Tube well,Deep Tube well,Owned by individual farmer,NAGALASSERY,0.145,Others,Male,During 2016-2017,95,100,NA,145,10000,20000,4000,Own savings,Others,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,0,0,180,0,NA,NA,1,NA,0.12,Yes,0,0,0.12,0,0.12,0,0,0.12,0,0.12,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,PALAKKAD,THRITHALA,NAGALASSERY,74,Tube well,Deep Tube well,Owned by individual farmer,NAGALASSERY,0.536,Others,Male,During 2016-2017,110,100,NA,175,15000,22000,4000,Own savings,Others,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,0,0,180,0,NA,NA,1,NA,0.5,Yes,0,0,0.5,0,0.5,0,0,0.5,0,0.5,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,PALAKKAD,THRITHALA,NAGALASSERY,113,Tube well,Deep Tube well,Owned by individual farmer,NAGALASSERY,0.149,Others,Male,During 2016-2017,80,400,NA,150,10000,24000,4000,Own savings,Others,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,5,0,0,180,0,NA,NA,1,NA,0.13,Yes,0,0,0.13,0,0.13,0,0,0.13,0,0.13,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,PALAKKAD,THRITHALA,NAGALASSERY,114,Tube well,Deep Tube well,Owned by individual farmer,KOTHACHIRA,0.246,Others,Male,During 2016-2017,95,400,NA,145,12000,25000,4000,Own savings,Others,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,5,0,0,150,0,NA,NA,2,NA,0.23,Yes,0,0,0.23,0,0.23,0,0,0.23,0,0.23,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,PALAKKAD,THRITHALA,NAGALASSERY,115,Tube well,Deep Tube well,Owned by Group of farmers,NAGALASSERY,NA,NA,NA,During 2016-2017,110,400,NA,170,20000,25000,4000,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,5,0,0,150,0,NA,NA,2,NA,0.31,Yes,0,0,0.31,0,0.31,0,0,0.31,0,0.31,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,PALAKKAD,THRITHALA,NAGALASSERY,123,Tube well,Deep Tube well,Owned by individual farmer,KOMANGALAM,0.125,Others,Male,During 2016-2017,80,400,NA,140,15000,20000,4000,Own savings,Others,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,5,0,0,150,0,NA,NA,1,NA,0.1,Yes,0,0,0.1,0,0.1,0,0,0.1,0,0.1,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,PALAKKAD,THRITHALA,NAGALASSERY,130,Tube well,Deep Tube well,Owned by individual farmer,KOTHACHIRA,0.129,Others,Male,During 2016-2017,80,400,NA,130,20000,24000,5000,Own savings,Others,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,5,0,0,120,0,NA,NA,2,NA,0.12,Yes,0,0,0.12,0,0.12,0,0,0.12,0,0.12,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
KERALA,PALAKKAD,THRITHALA,NAGALASSERY,129,Tube well,Deep Tube well,Owned by individual farmer,MALAROAD,0.161,Others,Male,During 2016-2017,85,400,NA,160,2400,25000,0,Own savings,Others,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,5,0,0,150,0,NA,NA,1,NA,0.14,Yes,0,0,0.14,0,0.14,0,0,0.14,0,0.14,NA,No,NA,NA,NA,NA,No,NA,Deep Tube well
